# Fname x1  x2  x3  x4  y1  y2  y3  y4
# no not use same xs or ys!
# ex) icn198rdq_flt.fits  530 582 564 606 730 451 713 416
icn198rdq_flt.fits  530 582 564 606 730 451 713 416
icn157jsq_flt.fits  24  23  154 155 359 381 360 382
icn157juq_flt.fits  32  31  162 163 360 378 361 377
icn157jwq_flt.fits  27  26  129 130 364 378 365 377
